"","n1","n2","n3","n4","n5","others","p1","p2","p3","p4","p5","sum"
"1524",2,5,0,4,1,18,0.41,0.892,0.925,0.99,0.997,213
"1525",3,3,1,4,1,18,0.569,0.863,0.932,0.996,0.999,213
"1526",4,1,2,4,1,18,0.691,0.817,0.949,0.996,0.997,213
"1527",0,3,4,5,1,17,0,0.622,0.927,0.999,1,213
"1528",0,4,2,6,1,17,0,0.722,0.908,1,1,213
"1529",1,2,3,6,1,17,0.244,0.616,0.903,0.994,0.997,213
"1530",5,4,0,0,2,19,0.752,0.959,0.967,0.976,0.996,213
"1531",6,2,1,0,2,19,0.831,0.946,0.974,0.985,0.999,213
"1532",1,5,4,0,2,18,0.225,0.859,0.988,0.993,0.998,213
"1533",2,3,5,0,2,18,0.421,0.805,0.988,0.994,0.999,213
"1534",3,1,6,0,2,18,0.556,0.707,0.978,0.987,0.996,213
"1535",1,6,2,1,2,18,0.215,0.898,0.974,0.992,1,213
"1536",2,4,3,1,2,18,0.396,0.866,0.977,0.996,0.998,213
"1537",3,2,4,1,2,18,0.545,0.791,0.975,0.992,0.998,213
"1538",4,0,5,1,2,18,0.66,0.714,0.978,0.992,1,213
"1539",2,5,1,2,2,18,0.405,0.913,0.961,0.994,1,213
"1540",3,3,2,2,2,18,0.57,0.866,0.957,0.992,1,213
"1541",4,1,3,2,2,18,0.647,0.783,0.96,0.996,1,213
"1542",3,4,0,3,2,18,0.58,0.909,0.935,0.992,0.999,213
"1543",4,2,1,3,2,18,0.681,0.856,0.933,0.986,0.999,213
"1544",5,0,2,3,2,18,0.765,0.814,0.932,0.988,0.998,213
"1545",0,3,5,3,2,17,0,0.595,0.95,0.992,0.997,213
"1546",0,4,3,4,2,17,0,0.713,0.936,0.996,1,213
"1547",1,2,4,4,2,17,0.268,0.636,0.935,0.996,0.999,213
"1548",2,1,3,5,2,17,0.424,0.637,0.913,0.991,1,213
"1549",2,5,2,0,3,18,0.39,0.915,0.978,0.986,0.999,213
"1550",3,3,3,0,3,18,0.606,0.891,0.977,0.983,0.997,213
"1551",4,1,4,0,3,18,0.687,0.798,0.967,0.979,0.998,213
"1552",2,6,0,1,3,18,0.423,0.94,0.956,0.978,1,213
"1553",3,4,1,1,3,18,0.543,0.914,0.965,0.989,0.999,213
"1554",4,2,2,1,3,18,0.661,0.867,0.965,0.986,0.998,213
"1555",5,0,3,1,3,18,0.765,0.815,0.965,0.99,0.998,213
"1556",0,3,6,1,3,17,0,0.611,0.981,0.993,0.999,213
"1557",4,3,0,2,3,18,0.659,0.913,0.945,0.987,0.999,213
"1558",5,1,1,2,3,18,0.764,0.878,0.943,0.983,1,213
"1559",0,4,4,2,3,17,0,0.734,0.964,0.989,1,213
"1560",1,2,5,2,3,17,0.236,0.604,0.961,0.995,1,213
"1561",0,5,2,3,3,17,0,0.78,0.946,0.993,0.999,213
"1562",1,3,3,3,3,17,0.213,0.735,0.931,0.988,1,213
"1563",2,1,4,3,3,17,0.419,0.601,0.948,0.989,0.999,213
"1564",1,4,1,4,3,17,0.234,0.817,0.914,0.994,0.998,213
"1565",2,2,2,4,3,17,0.409,0.718,0.903,0.997,1,213
"1566",3,0,3,4,3,17,0.564,0.613,0.905,0.989,1,213
"1567",3,5,0,0,4,18,0.553,0.941,0.951,0.968,1,213
"1568",4,3,1,0,4,18,0.677,0.918,0.96,0.98,1,213
"1569",5,1,2,0,4,18,0.756,0.872,0.961,0.973,0.999,213
"1570",0,4,5,0,4,17,0,0.749,0.973,0.983,0.999,213
"1571",1,2,6,0,4,17,0.212,0.61,0.981,0.987,0.999,213
"1572",5,2,0,1,4,18,0.762,0.916,0.934,0.97,0.998,213
"1573",6,0,1,1,4,18,0.822,0.863,0.926,0.967,0.997,213
"1574",0,5,3,1,4,17,0,0.807,0.96,0.986,1,213
"1575",1,3,4,1,4,17,0.231,0.719,0.966,0.988,1,213
"1576",2,1,5,1,4,17,0.414,0.612,0.955,0.984,1,213
"1577",0,6,1,2,4,17,0,0.873,0.935,0.992,0.999,213
"1578",1,4,2,2,4,17,0.242,0.793,0.925,0.98,1,213
"1579",2,2,3,2,4,17,0.417,0.712,0.924,0.984,0.999,213
"1580",3,0,4,2,4,17,0.556,0.595,0.93,0.981,1,213
"1581",2,3,1,3,4,17,0.421,0.822,0.901,0.989,1,213
"1582",6,1,0,0,5,18,0.831,0.918,0.938,0.958,0.997,213
"1583",0,6,2,0,5,17,0,0.865,0.959,0.975,0.999,213
"1584",1,4,3,0,5,17,0.218,0.815,0.951,0.969,1,213
"1585",2,2,4,0,5,17,0.406,0.732,0.958,0.97,1,213
"1586",3,0,5,0,5,17,0.564,0.609,0.96,0.973,1,213
"1587",1,5,1,1,5,17,0.205,0.854,0.925,0.967,1,213
"1588",2,3,2,1,5,17,0.413,0.803,0.944,0.981,1,213
"1589",3,1,3,1,5,17,0.559,0.705,0.929,0.977,1,213
"1590",4,0,2,2,5,17,0.664,0.725,0.904,0.975,1,213
"1591",1,6,0,0,6,17,0.225,0.906,0.928,0.955,1,213
"1592",0,3,3,2,6,16,0,0.623,0.92,0.983,1,213
"1593",3,5,3,0,0,19,0.565,0.933,0.996,0.996,0.998,212
"1594",4,3,4,0,0,19,0.66,0.906,0.989,0.996,0.998,212
"1595",5,1,5,0,0,19,0.761,0.864,0.989,0.994,0.997,212
"1596",3,6,1,1,0,19,0.538,0.953,0.983,0.994,0.998,212
"1597",4,4,2,1,0,19,0.679,0.946,0.985,0.997,0.998,212
"1598",5,2,3,1,0,19,0.756,0.916,0.989,0.996,0.997,212
"1599",6,0,4,1,0,19,0.823,0.866,0.982,0.995,0.997,212
"1600",0,5,6,1,0,18,0,0.789,0.995,0.999,1,212
"1601",4,5,0,2,0,19,0.667,0.96,0.974,0.997,0.999,212
"1602",5,3,1,2,0,19,0.782,0.936,0.975,0.992,0.998,212
"1603",6,1,2,2,0,19,0.824,0.908,0.975,0.994,0.995,212
"1604",0,6,4,2,0,18,0,0.889,0.983,0.999,0.999,212
"1605",1,4,5,2,0,18,0.237,0.8,0.988,0.998,0.999,212
"1606",2,2,6,2,0,18,0.427,0.719,0.978,0.998,0.999,212
"1607",6,2,0,3,0,19,0.807,0.933,0.948,0.997,0.999,212
"1608",1,5,3,3,0,18,0.244,0.864,0.972,0.999,1,212
"1609",2,3,4,3,0,18,0.436,0.804,0.971,0.998,0.998,212
"1610",3,1,5,3,0,18,0.565,0.741,0.977,0.997,1,212
"1611",1,6,1,4,0,18,0.219,0.901,0.95,0.996,0.997,212
"1612",2,4,2,4,0,18,0.353,0.853,0.956,0.996,0.997,212
"1613",3,2,3,4,0,18,0.551,0.808,0.961,1,1,212
"1614",4,0,4,4,0,18,0.695,0.744,0.957,0.999,1,212
"1615",2,5,0,5,0,18,0.412,0.917,0.938,0.999,0.999,212
"1616",3,3,1,5,0,18,0.579,0.873,0.941,0.994,0.997,212
"1617",4,1,2,5,0,18,0.675,0.807,0.93,0.997,0.999,212
"1618",4,2,0,6,0,18,0.694,0.874,0.906,0.999,1,212
"1619",0,3,4,6,0,17,0,0.61,0.937,0.999,1,212
"1620",4,5,1,0,1,19,0.673,0.962,0.982,0.988,0.996,212
"1621",5,3,2,0,1,19,0.785,0.941,0.988,0.992,0.997,212
"1622",6,1,3,0,1,19,0.831,0.919,0.986,0.995,1,212
"1623",0,6,5,0,1,18,0,0.873,0.994,0.999,1,212
"1624",1,4,6,0,1,18,0.223,0.816,0.99,0.993,0.999,212
"1625",5,4,0,1,1,19,0.764,0.957,0.972,0.992,1,212
"1626",6,2,1,1,1,19,0.82,0.942,0.978,0.994,0.999,212
"1627",1,5,4,1,1,18,0.22,0.858,0.983,0.993,0.996,212
"1628",2,3,5,1,1,18,0.385,0.799,0.986,0.997,0.999,212
"1629",3,1,6,1,1,18,0.568,0.73,0.988,0.995,0.998,212
"1630",1,6,2,2,1,18,0.228,0.898,0.974,0.995,0.999,212
"1631",2,4,3,2,1,18,0.419,0.863,0.967,0.995,0.998,212
"1632",3,2,4,2,1,18,0.578,0.816,0.983,0.993,0.999,212
"1633",4,0,5,2,1,18,0.703,0.746,0.974,0.995,0.999,212
"1634",2,5,1,3,1,18,0.424,0.91,0.971,0.998,0.999,212
"1635",3,3,2,3,1,18,0.552,0.862,0.955,0.994,0.999,212
"1636",4,1,3,3,1,18,0.659,0.796,0.958,0.993,0.999,212
"1637",3,4,0,4,1,18,0.563,0.915,0.939,0.997,0.999,212
"1638",4,2,1,4,1,18,0.688,0.864,0.925,0.995,0.999,212
"1639",5,0,2,4,1,18,0.76,0.803,0.932,0.996,1,212
"1640",0,3,5,4,1,17,0,0.626,0.954,0.995,0.997,212
"1641",5,1,0,5,1,18,0.744,0.864,0.902,0.993,0.999,212
"1642",0,4,3,5,1,17,0,0.695,0.938,0.999,1,212
"1643",1,2,4,5,1,17,0.214,0.603,0.939,0.998,1,212
"1644",0,5,1,6,1,17,0,0.827,0.912,0.998,1,212
"1645",1,3,2,6,1,17,0.243,0.737,0.901,0.998,1,212
"1646",6,3,0,0,2,19,0.827,0.965,0.982,0.99,0.996,212
"1647",1,6,3,0,2,18,0.229,0.895,0.982,0.989,1,212
"1648",2,4,4,0,2,18,0.377,0.873,0.986,0.993,0.999,212
"1649",3,2,5,0,2,18,0.565,0.807,0.99,0.993,1,212
"1650",4,0,6,0,2,18,0.63,0.691,0.991,0.994,1,212
"1651",2,5,2,1,2,18,0.408,0.909,0.972,0.987,1,212
"1652",3,3,3,1,2,18,0.584,0.875,0.978,0.994,1,212
"1653",4,1,4,1,2,18,0.721,0.832,0.98,0.992,0.999,212
"1654",2,6,0,2,2,18,0.416,0.942,0.959,0.991,0.998,212
"1655",3,4,1,2,2,18,0.561,0.904,0.96,0.992,0.998,212
"1656",4,2,2,2,2,18,0.667,0.86,0.963,0.995,0.999,212
"1657",5,0,3,2,2,18,0.749,0.792,0.969,0.99,0.997,212
"1658",0,3,6,2,2,17,0,0.603,0.976,0.994,0.999,212
"1659",4,3,0,3,2,18,0.656,0.897,0.927,0.991,0.998,212
"1660",5,1,1,3,2,18,0.759,0.863,0.936,0.993,0.999,212
"1661",0,4,4,3,2,17,0,0.735,0.953,0.997,1,212
"1662",1,2,5,3,2,17,0.238,0.606,0.951,0.996,1,212
"1663",6,0,0,4,2,18,0.832,0.874,0.903,0.987,0.998,212
"1664",0,5,2,4,2,17,0,0.801,0.932,0.996,1,212
"1665",1,3,3,4,2,17,0.226,0.74,0.943,0.998,1,212
"1666",2,1,4,4,2,17,0.411,0.586,0.926,0.997,1,212
"1667",2,2,2,5,2,17,0.411,0.733,0.909,0.997,1,212
"1668",2,6,1,0,3,18,0.399,0.946,0.983,0.989,0.999,212
"1669",3,4,2,0,3,18,0.555,0.898,0.969,0.981,0.999,212
"1670",4,2,3,0,3,18,0.674,0.867,0.971,0.982,0.998,212
"1671",5,0,4,0,3,18,0.749,0.796,0.974,0.983,1,212
"1672",3,5,0,1,3,18,0.538,0.927,0.952,0.982,0.999,212
"1673",4,3,1,1,3,18,0.668,0.907,0.955,0.981,0.999,212
"1674",5,1,2,1,3,18,0.78,0.878,0.963,0.982,1,212
"1675",0,4,5,1,3,17,0,0.716,0.98,0.994,1,212
"1676",1,2,6,1,3,17,0.23,0.597,0.977,0.993,0.999,212
"1677",5,2,0,2,3,18,0.78,0.927,0.946,0.987,1,212
"1678",6,0,1,2,3,18,0.833,0.861,0.925,0.988,0.998,212
"1679",0,5,3,2,3,17,0,0.786,0.948,0.992,0.999,212
"1680",1,3,4,2,3,17,0.264,0.721,0.957,0.989,1,212
"1681",2,1,5,2,3,17,0.395,0.586,0.958,0.987,0.998,212
"1682",0,6,1,3,3,17,0,0.857,0.933,0.99,1,212
"1683",1,4,2,3,3,17,0.245,0.833,0.948,0.998,0.999,212
"1684",2,2,3,3,3,17,0.409,0.721,0.94,0.99,1,212
"1685",3,0,4,3,3,17,0.569,0.613,0.937,0.992,1,212
"1686",1,5,0,4,3,17,0.246,0.875,0.91,0.994,0.998,212
"1687",2,3,1,4,3,17,0.431,0.814,0.906,0.99,1,212
"1688",4,4,0,0,4,18,0.662,0.93,0.95,0.965,1,212
"1689",5,2,1,0,4,18,0.745,0.9,0.952,0.971,0.999,212
"1690",6,0,2,0,4,18,0.848,0.887,0.962,0.978,0.999,212
"1691",0,5,4,0,4,17,0,0.788,0.98,0.985,1,212
"1692",1,3,5,0,4,17,0.214,0.696,0.973,0.985,1,212
"1693",2,1,6,0,4,17,0.399,0.593,0.968,0.98,1,212
"1694",6,1,0,1,4,18,0.826,0.912,0.939,0.978,0.999,212
"1695",0,6,2,1,4,17,0,0.879,0.96,0.986,0.998,212
"1696",1,4,3,1,4,17,0.256,0.817,0.958,0.982,0.999,212
"1697",2,2,4,1,4,17,0.435,0.732,0.964,0.983,0.997,212
"1698",3,0,5,1,4,17,0.53,0.585,0.956,0.987,1,212
"1699",1,5,1,2,4,17,0.244,0.851,0.939,0.989,0.999,212
"1700",2,3,2,2,4,17,0.408,0.79,0.918,0.987,0.998,212
"1701",3,1,3,2,4,17,0.584,0.736,0.941,0.986,1,212
"1702",1,5,2,0,5,17,0.232,0.866,0.963,0.975,1,212
"1703",2,3,3,0,5,17,0.415,0.801,0.949,0.965,1,212
"1704",3,1,4,0,5,17,0.559,0.721,0.952,0.973,1,212
"1705",1,6,0,1,5,17,0.23,0.924,0.941,0.975,1,212
"1706",2,4,1,1,5,17,0.423,0.859,0.927,0.968,0.999,212
"1707",3,2,2,1,5,17,0.537,0.773,0.938,0.973,0.999,212
"1708",4,0,3,1,5,17,0.686,0.739,0.94,0.977,0.999,212
"1709",4,1,1,2,5,17,0.683,0.815,0.911,0.974,1,212
"1710",2,5,0,0,6,17,0.42,0.916,0.937,0.954,1,212
"1711",3,3,1,0,6,17,0.585,0.87,0.937,0.956,1,212
"1712",5,0,1,1,6,17,0.766,0.816,0.906,0.962,1,212
"1713",0,3,4,1,6,16,0,0.617,0.923,0.978,1,212
"1714",1,1,5,1,6,16,0.265,0.501,0.935,0.978,1,212
"1715",0,4,2,2,6,16,0,0.759,0.908,0.97,1,212
"1716",1,2,3,2,6,16,0.217,0.607,0.902,0.971,1,212
"1717",3,6,2,0,0,19,0.563,0.956,0.992,0.996,0.999,211
"1718",4,4,3,0,0,19,0.7,0.943,0.994,1,1,211
"1719",5,2,4,0,0,19,0.739,0.901,0.991,0.997,0.997,211
"1720",6,0,5,0,0,19,0.813,0.861,0.987,0.99,0.994,211
"1721",4,5,1,1,0,19,0.656,0.957,0.985,0.994,0.997,211
"1722",5,3,2,1,0,19,0.744,0.925,0.981,0.993,0.996,211
"1723",6,1,3,1,0,19,0.837,0.92,0.992,0.999,1,211
"1724",0,6,5,1,0,18,0,0.846,0.99,0.997,0.997,211
"1725",1,4,6,1,0,18,0.214,0.792,0.993,0.998,0.999,211
"1726",5,4,0,2,0,19,0.74,0.961,0.974,0.995,0.997,211
"1727",6,2,1,2,0,19,0.843,0.952,0.975,0.996,0.998,211
"1728",1,5,4,2,0,18,0.239,0.874,0.991,0.999,1,211
"1729",2,3,5,2,0,18,0.422,0.806,0.986,0.998,1,211
"1730",3,1,6,2,0,18,0.557,0.713,0.984,0.998,1,211
"1731",1,6,2,3,0,18,0.236,0.912,0.973,0.998,1,211
"1732",2,4,3,3,0,18,0.43,0.856,0.971,0.996,0.997,211
"1733",3,2,4,3,0,18,0.583,0.803,0.974,0.997,0.998,211
"1734",4,0,5,3,0,18,0.668,0.714,0.971,0.995,0.998,211
"1735",2,5,1,4,0,18,0.418,0.921,0.962,0.997,0.999,211
"1736",3,3,2,4,0,18,0.577,0.883,0.972,0.997,0.999,211
"1737",4,1,3,4,0,18,0.653,0.791,0.953,0.998,1,211
"1738",3,4,0,5,0,18,0.584,0.907,0.937,0.998,0.998,211
"1739",4,2,1,5,0,18,0.676,0.869,0.942,0.999,0.999,211
"1740",5,0,2,5,0,18,0.751,0.809,0.942,0.997,0.999,211
"1741",0,3,5,5,0,17,0,0.631,0.966,1,1,211
"1742",0,4,3,6,0,17,0,0.717,0.932,0.997,0.999,211
"1743",1,2,4,6,0,17,0.237,0.605,0.933,0.999,0.999,211
"1744",4,6,0,0,1,19,0.678,0.962,0.979,0.99,0.999,211
"1745",5,4,1,0,1,19,0.733,0.956,0.984,0.991,0.998,211
"1746",6,2,2,0,1,19,0.825,0.939,0.987,0.992,0.997,211
"1747",1,5,5,0,1,18,0.24,0.843,0.989,0.996,0.999,211
"1748",2,3,6,0,1,18,0.397,0.812,0.99,0.996,0.997,211
"1749",6,3,0,1,1,19,0.806,0.958,0.973,0.988,0.998,211
"1750",1,6,3,1,1,18,0.246,0.903,0.98,0.991,0.996,211
"1751",2,4,4,1,1,18,0.388,0.869,0.981,0.994,1,211
"1752",3,2,5,1,1,18,0.576,0.821,0.988,0.996,0.998,211
"1753",4,0,6,1,1,18,0.656,0.708,0.983,0.994,0.999,211
"1754",2,5,2,2,1,18,0.409,0.922,0.979,0.996,0.997,211
"1755",3,3,3,2,1,18,0.554,0.843,0.961,0.995,1,211
"1756",4,1,4,2,1,18,0.679,0.824,0.976,0.996,0.999,211
"1757",2,6,0,3,1,18,0.445,0.939,0.961,0.997,0.998,211
"1758",3,4,1,3,1,18,0.542,0.902,0.954,0.992,0.999,211
"1759",4,2,2,3,1,18,0.679,0.866,0.964,0.995,0.999,211
"1760",5,0,3,3,1,18,0.768,0.815,0.963,0.994,0.999,211
"1761",0,3,6,3,1,17,0,0.6,0.957,0.996,0.997,211
"1762",4,3,0,4,1,18,0.678,0.92,0.938,0.991,0.998,211
"1763",5,1,1,4,1,18,0.749,0.861,0.94,0.999,1,211
"1764",0,4,4,4,1,17,0,0.727,0.964,0.996,0.999,211
"1765",1,2,5,4,1,17,0.216,0.579,0.943,0.992,1,211
"1766",0,5,2,5,1,17,0,0.809,0.939,0.998,1,211
"1767",1,3,3,5,1,17,0.231,0.719,0.926,0.996,1,211
"1768",2,1,4,5,1,17,0.426,0.603,0.94,0.997,0.998,211
"1769",0,6,0,6,1,17,0,0.866,0.901,0.998,1,211
"1770",1,4,1,6,1,17,0.244,0.815,0.912,0.999,1,211
"1771",2,5,3,0,2,18,0.42,0.925,0.982,0.992,0.999,211
"1772",3,3,4,0,2,18,0.531,0.85,0.979,0.984,0.994,211
"1773",4,1,5,0,2,18,0.646,0.787,0.99,0.995,0.998,211
"1774",2,6,1,1,2,18,0.415,0.933,0.977,0.994,1,211
"1775",3,4,2,1,2,18,0.571,0.902,0.971,0.986,0.998,211
"1776",4,2,3,1,2,18,0.67,0.869,0.97,0.988,0.998,211
"1777",5,0,4,1,2,18,0.743,0.803,0.979,0.995,0.999,211
"1778",3,5,0,2,2,18,0.568,0.94,0.964,0.995,1,211
"1779",4,3,1,2,2,18,0.66,0.896,0.96,0.993,0.999,211
"1780",5,1,2,2,2,18,0.766,0.855,0.952,0.989,0.997,211
"1781",0,4,5,2,2,17,0,0.74,0.974,1,1,211
"1782",1,2,6,2,2,17,0.222,0.619,0.977,0.996,1,211
"1783",5,2,0,3,2,18,0.764,0.912,0.937,0.993,1,211
"1784",6,0,1,3,2,18,0.82,0.859,0.939,0.99,0.999,211
"1785",0,5,3,3,2,17,0,0.779,0.966,0.999,0.999,211
"1786",1,3,4,3,2,17,0.248,0.722,0.954,0.998,0.999,211
"1787",2,1,5,3,2,17,0.411,0.596,0.955,0.997,1,211
"1788",0,6,1,4,2,17,0,0.846,0.924,0.994,0.999,211
"1789",1,4,2,4,2,17,0.22,0.813,0.931,0.992,1,211
"1790",2,2,3,4,2,17,0.403,0.721,0.929,0.998,1,211
"1791",3,0,4,4,2,17,0.554,0.612,0.928,0.995,1,211
"1792",2,3,1,5,2,17,0.422,0.805,0.907,0.997,1,211
"1793",3,5,1,0,3,18,0.556,0.937,0.974,0.979,0.999,211
"1794",4,3,2,0,3,18,0.683,0.917,0.975,0.986,0.998,211
"1795",5,1,3,0,3,18,0.766,0.865,0.969,0.979,0.999,211
"1796",0,4,6,0,3,17,0,0.726,0.982,0.99,0.999,211
"1797",4,4,0,1,3,18,0.683,0.958,0.969,0.991,1,211
"1798",5,2,1,1,3,18,0.779,0.923,0.965,0.99,0.999,211
"1799",6,0,2,1,3,18,0.84,0.875,0.963,0.987,0.999,211
"1800",0,5,4,1,3,17,0,0.803,0.969,0.991,0.999,211
"1801",1,3,5,1,3,17,0.231,0.721,0.973,0.987,1,211
"1802",2,1,6,1,3,17,0.429,0.632,0.975,0.99,0.998,211
"1803",6,1,0,2,3,18,0.824,0.912,0.936,0.988,1,211
"1804",0,6,2,2,3,17,0,0.865,0.963,0.993,1,211
"1805",1,4,3,2,3,17,0.208,0.778,0.951,0.991,1,211
"1806",2,2,4,2,3,17,0.408,0.712,0.944,0.987,0.999,211
"1807",3,0,5,2,3,17,0.561,0.617,0.952,0.994,1,211
"1808",1,5,1,3,3,17,0.246,0.872,0.943,0.99,1,211
"1809",2,3,2,3,3,17,0.402,0.826,0.941,0.992,0.999,211
"1810",3,1,3,3,3,17,0.532,0.713,0.937,0.988,1,211
"1811",2,4,0,4,3,17,0.431,0.885,0.914,0.994,1,211
"1812",4,0,2,4,3,17,0.67,0.721,0.908,0.993,1,211
"1813",5,3,0,0,4,18,0.774,0.942,0.962,0.972,0.998,211
"1814",6,1,1,0,4,18,0.829,0.912,0.971,0.979,1,211
"1815",0,6,3,0,4,17,0,0.867,0.972,0.98,1,211
"1816",1,4,4,0,4,17,0.222,0.816,0.979,0.985,0.999,211
"1817",2,2,5,0,4,17,0.439,0.714,0.983,0.988,1,211
"1818",3,0,6,0,4,17,0.566,0.613,0.98,0.985,0.999,211
"1819",1,5,2,1,4,17,0.231,0.843,0.948,0.978,0.999,211
"1820",2,3,3,1,4,17,0.427,0.833,0.971,0.99,1,211
"1821",3,1,4,1,4,17,0.551,0.716,0.964,0.981,0.999,211
"1822",1,6,0,2,4,17,0.229,0.915,0.938,0.988,0.999,211
"1823",2,4,1,2,4,17,0.43,0.871,0.934,0.982,0.998,211
"1824",3,2,2,2,4,17,0.57,0.785,0.923,0.986,0.999,211
"1825",4,0,3,2,4,17,0.643,0.693,0.913,0.977,0.999,211
"1826",3,3,0,3,4,17,0.579,0.867,0.908,0.979,1,211
"1827",4,1,1,3,4,17,0.667,0.799,0.901,0.98,0.999,211
"1828",1,6,1,0,5,17,0.217,0.913,0.961,0.981,1,211
"1829",2,4,2,0,5,17,0.428,0.87,0.958,0.976,1,211
"1830",3,2,3,0,5,17,0.562,0.805,0.958,0.97,1,211
"1831",4,0,4,0,5,17,0.662,0.715,0.95,0.959,1,211
"1832",2,5,0,1,5,17,0.424,0.907,0.934,0.975,1,211
"1833",3,3,1,1,5,17,0.548,0.856,0.93,0.973,1,211
"1834",4,1,2,1,5,17,0.672,0.812,0.928,0.972,1,211
"1835",0,3,4,2,5,16,0,0.57,0.922,0.989,1,211
"1836",0,4,2,3,5,16,0,0.744,0.902,0.987,1,211
"1837",1,2,3,3,5,16,0.236,0.639,0.903,0.99,1,211
"1838",3,4,0,0,6,17,0.574,0.919,0.943,0.959,1,211
"1839",4,2,1,0,6,17,0.695,0.89,0.955,0.961,0.997,211
"1840",5,0,2,0,6,17,0.765,0.797,0.938,0.958,0.998,211
"1841",0,3,5,0,6,16,0,0.582,0.961,0.979,1,211
"1842",0,4,3,1,6,16,0,0.738,0.939,0.968,1,211
"1843",1,2,4,1,6,16,0.237,0.628,0.939,0.979,1,211
"1844",0,5,1,2,6,16,0,0.799,0.904,0.973,1,211
"1845",1,3,2,2,6,16,0.226,0.729,0.907,0.98,0.999,211
"1846",4,5,2,0,0,19,0.672,0.967,0.993,0.997,0.999,210
"1847",5,3,3,0,0,19,0.723,0.936,0.991,0.995,0.996,210
"1848",6,1,4,0,0,19,0.834,0.909,0.988,0.996,0.998,210
"1849",0,6,6,0,0,18,0,0.853,0.995,0.999,1,210
"1850",4,6,0,1,0,19,0.662,0.977,0.985,0.996,0.997,210
"1851",5,4,1,1,0,19,0.744,0.957,0.987,0.999,0.999,210
"1852",6,2,2,1,0,19,0.844,0.943,0.98,0.996,0.996,210
"1853",1,5,5,1,0,18,0.209,0.849,0.991,0.999,1,210
"1854",2,3,6,1,0,18,0.389,0.807,0.993,0.996,0.997,210
"1855",6,3,0,2,0,19,0.818,0.956,0.972,0.996,0.999,210
"1856",1,6,3,2,0,18,0.255,0.902,0.989,0.998,1,210
"1857",2,4,4,2,0,18,0.392,0.884,0.996,1,1,210
"1858",3,2,5,2,0,18,0.556,0.806,0.989,0.999,0.999,210
"1859",4,0,6,2,0,18,0.653,0.705,0.978,0.995,0.997,210
"1860",2,5,2,3,0,18,0.394,0.918,0.975,1,1,210
"1861",3,3,3,3,0,18,0.584,0.875,0.979,0.997,0.999,210
"1862",4,1,4,3,0,18,0.669,0.799,0.973,1,1,210
"1863",2,6,0,4,0,18,0.428,0.943,0.953,0.995,1,210
"1864",3,4,1,4,0,18,0.543,0.909,0.957,0.995,1,210
"1865",4,2,2,4,0,18,0.657,0.861,0.956,0.998,0.998,210
"1866",5,0,3,4,0,18,0.769,0.813,0.951,0.995,0.998,210
"1867",0,3,6,4,0,17,0,0.615,0.968,0.997,1,210
"1868",4,3,0,5,0,18,0.671,0.905,0.929,0.998,0.999,210
"1869",5,1,1,5,0,18,0.748,0.868,0.946,0.997,0.999,210
"1870",0,4,4,5,0,17,0,0.732,0.955,0.996,0.999,210
"1871",1,2,5,5,0,17,0.222,0.608,0.953,1,1,210
"1872",0,5,2,6,0,17,0,0.799,0.932,0.998,1,210
"1873",1,3,3,6,0,17,0.227,0.733,0.933,0.999,0.999,210
"1874",2,1,4,6,0,17,0.407,0.595,0.932,0.998,0.999,210
"1875",5,5,0,0,1,19,0.749,0.973,0.984,0.992,0.999,210
"1876",6,3,1,0,1,19,0.809,0.956,0.986,0.987,0.997,210
"1877",1,6,4,0,1,18,0.241,0.926,0.993,0.996,0.998,210
"1878",2,4,5,0,1,18,0.397,0.854,0.982,0.991,0.999,210
"1879",3,2,6,0,1,18,0.555,0.774,0.993,0.997,1,210
"1880",2,5,3,1,1,18,0.437,0.916,0.99,0.995,0.999,210
"1881",3,3,4,1,1,18,0.581,0.861,0.977,0.991,1,210
"1882",4,1,5,1,1,18,0.648,0.796,0.986,0.992,0.997,210
"1883",2,6,1,2,1,18,0.386,0.952,0.975,0.996,0.998,210
"1884",3,4,2,2,1,18,0.577,0.921,0.977,0.996,0.998,210
"1885",4,2,3,2,1,18,0.713,0.882,0.982,0.997,1,210
"1886",5,0,4,2,1,18,0.753,0.801,0.979,0.998,1,210
"1887",3,5,0,3,1,18,0.57,0.947,0.966,0.999,1,210
"1888",4,3,1,3,1,18,0.674,0.917,0.961,0.995,1,210
"1889",5,1,2,3,1,18,0.78,0.881,0.957,0.995,1,210
"1890",0,4,5,3,1,17,0,0.749,0.977,0.998,0.998,210
"1891",1,2,6,3,1,17,0.237,0.629,0.979,0.999,1,210
"1892",5,2,0,4,1,18,0.737,0.898,0.916,0.993,0.999,210
"1893",6,0,1,4,1,18,0.824,0.853,0.937,0.997,1,210
"1894",0,5,3,4,1,17,0,0.8,0.96,0.998,1,210
"1895",1,3,4,4,1,17,0.222,0.722,0.959,0.999,1,210
"1896",2,1,5,4,1,17,0.398,0.601,0.966,0.998,0.999,210
"1897",0,6,1,5,1,17,0,0.874,0.946,1,1,210
"1898",1,4,2,5,1,17,0.248,0.794,0.939,1,1,210
"1899",2,2,3,5,1,17,0.407,0.697,0.928,0.997,1,210
"1900",3,0,4,5,1,17,0.548,0.595,0.935,0.999,0.999,210
"1901",1,5,0,6,1,17,0.245,0.876,0.904,0.998,1,210
"1902",2,3,1,6,1,17,0.394,0.813,0.907,0.996,0.999,210
